,index,skills
1763,1763,Подготовка коммерческих предложений
1764,1764,Навыки презентации
1765,1765,Коттеджное строительство
1766,1766,Планирование продаж
1767,1767,Навыки переговоров
1768,1768,Сопровождение сделок
1769,1769,Навыки коммуникации
1770,1770,работа с текущей базой клиентов
1771,1771,SEO
1772,1772,Веб-аналитика
1773,1773,Внешняя оптимизация сайта
1774,1774,Аудит поисковой видимости сайта
1775,1775,Внутренняя оптимизация сайта
1776,1776,Интернет-маркетинг
1777,1777,Яндекс.Метрика
1778,1778,Яндекс.Вебмастер
1779,1779,Google Analytics
1780,1780,Составление семантического ядра
1781,1781,SEO-тексты
1782,1782,Яндекс.Wordstat
1783,1783,Notion
1784,1784,Топвизор
1785,1785,аудит сайтов
1786,1786,Аудит информационной безопасности
1787,1787,Тестирование безопасности
1788,1788,REST API
1789,1789,SQL
1790,1790,MS SQL
1791,1791,Техническая поддержка
1792,1792,IP-АТС
1793,1793,Английский — C1 — Продвинутый
1794,1794,1C: ERP
1795,1795,Постановка задач разработчикам
1796,1796,Моделирование бизнес-процессов
1797,1797,Анализ требований
1798,1798,Техническая поддержка
1799,1799,SQL
1800,1800,Jira
1801,1801,Работа в условиях многозадачности
1802,1802,Atlassian Confluence
1803,1803,AutoCAD
1804,1804,Проектирование
1805,1805,Знание AutoCAD
1806,1806,Разработка проектной документации
1807,1807,Нормативно-техническая документация
1808,1808,Навесные фасадные системы
1809,1809,"НФС, НВФ, Фасады"
1810,1810,Advance steel
1811,1811,Телефонные переговоры
1812,1812,Грамотная речь
1813,1813,Маркетинговые исследования
1814,1814,Запуск маркетинговых кампаний
1815,1815,Запуск контекстных кампаний
1816,1816,Федеральные маркетинговые кампании
1817,1817,Анализ эффективности маркетинговых кампаний
1818,1818,Оптимизация маркетинговых кампаний
1819,1819,Внутренний маркетинг
1820,1820,Медиапланирование
1821,1821,Разработка маркетинговых кампаний
1822,1822,Маркетинговый аудит
1823,1823,Маркетинговая стратегия
1824,1824,Масштабирование маркетинговых кампаний
1825,1825,Холодные продажи
1826,1826,Ведение переговоров
1827,1827,Активные продажи
1828,1828,В2В Продажи
1829,1829,Поиск и привлечение клиентов
1830,1830,Лабораторная работа
1831,1831,Контроль качества
1832,1832,Химические методы анализа
1833,1833,Проведение лабораторных исследований
1834,1834,Ответственность
1835,1835,Умение работать в коллективе
1836,1836,Документация испытательной лаборатории
1837,1837,Входной контроль сырья
1838,1838,ERP-системы на базе 1С
1839,1839,Финансовый анализ
1840,1840,Бюджетирование
1841,1841,Управленческая отчетность
1842,1842,Оптимизация бизнес-процессов
1843,1843,Ведение переговоров
1844,1844,1С: Управление Производственным Предприятием
1845,1845,Английский язык
1846,1846,Деловая переписка
1847,1847,Customer Support
1848,1848,Деловая коммуникация
1849,1849,Пользователь ПК
1850,1850,Ответственность
1851,1851,обучаемость
1852,1852,Communication skills
1853,1853,Responsibility
1854,1854,1С: Предприятие 8
1855,1855,Сопровождение клиентов
1856,1856,Ведение активных клиентов
1857,1857,Деловое общение
1858,1858,Заключение договоров
1859,1859,Навыки продаж
1860,1860,Исполнение личных поручений руководителя
1861,1861,Деловая этика
1862,1862,SQL
1863,1863,Постановка задач разработчикам
1864,1864,Базы данных
1865,1865,Аналитическое мышление
1866,1866,Разработка технических заданий
1867,1867,API
1868,1868,Системный анализ
1869,1869,ERP-системы на базе 1С
1870,1870,Моделирование бизнес-процессов
1871,1871,Анализ бизнес-процессов
1872,1872,Документирование бизнес-требований
1873,1873,Лабораторная работа
1874,1874,Ветеринарно-санитарная экспертиза
1875,1875,Производственный контроль
1876,1876,Проведение лабораторных исследований
1877,1877,Документация испытательной лаборатории
1878,1878,Химические методы анализа
1879,1879,Микробиология
1880,1880,Входной контроль сырья
1881,1881,Уход за лабораторной аппаратурой
1882,1882,amoCRM
1883,1883,IP-телефония
1884,1884,B2B-маркетинг
1885,1885,Выявление потребностей
1886,1886,Холодные продажи
1887,1887,Работа с возражениями
1888,1888,Активные продажи
1889,1889,Установление контакта
1890,1890,Телефонные переговоры
1891,1891,Active Directory
1892,1892,Офисная техника
1893,1893,MikroTik
1894,1894,Администрирование серверов Windows
1895,1895,MS Exchange
1896,1896,Hyper-V
1897,1897,Windows Server Failover Clustering
1898,1898,Roadmap
1899,1899,Lean
1900,1900,Agile
1901,1901,Scrum
1902,1902,Trello
1903,1903,SDLC
1904,1904,Продакт-плейсмент
1905,1905,Мониторинг метрик
1906,1906,Создание нового продукта
1907,1907,Постановка задач разработчикам
1908,1908,Разработка технических заданий
1909,1909,Системный анализ
1910,1910,Работа с большим объемом информации
1911,1911,Организаторские навыки
1912,1912,Исполнение личных поручений руководителя
1913,1913,Контроль исполнения решений
1914,1914,Обучение и развитие
1915,1915,Административная поддержка руководителя
1916,1916,Аналитическое мышление
1917,1917,Поиск информации в интернет
1918,1918,Телефонные переговоры
1919,1919,Подготовка презентаций
1920,1920,Умение принимать решения
1921,1921,Закупка товаров и услуг
1922,1922,Грамотная речь
1923,1923,Работа в команде
1924,1924,Деловое общение
1925,1925,Грамотность
1926,1926,Телефонные переговоры
1927,1927,Инфографика
1928,1928,Аналитическое мышление
1929,1929,Логическое мышление
1930,1930,Системное мышление
1931,1931,1C: ERP
1932,1932,ERP
1933,1933,УХ
1934,1934,1С
1935,1935,Чтение электросхем
1936,1936,Схемотехника электронного оборудования
1937,1937,Разработка электросхем
1938,1938,Строительство
1939,1939,Ведение проектной документации
1940,1940,Планирование строительных работ
1941,1941,Календарный план строительства
1942,1942,AutoCAD
1943,1943,SolidWorks
1944,1944,ЕСКД
1945,1945,Solid Works
1946,1946,Компас-3D
1947,1947,3D Моделирование
1948,1948,разработка чертежей
1949,1949,САПР
1950,1950,Авторский надзор
1951,1951,Моделирование
1952,1952,Чтение чертежей
1953,1953,Техническая документация
1954,1954,Разработка проектной документации
1955,1955,ЕСКД
1956,1956,Компас-3D
1957,1957,SolidWorks
1958,1958,Разработка технической документации
1959,1959,CorelDRAW
1960,1960,Финансовая отчетность
1961,1961,Налоговая отчетность
1962,1962,Кадровое делопроизводство
1963,1963,Управленческий учет
1964,1964,НДФЛ
1965,1965,Юридическое сопровождение
1966,1966,Гражданское право
1967,1967,Гражданский процесс
1968,1968,Коммерческое право
1969,1969,Учредительные документы
1970,1970,Договорная работа
1971,1971,Составление договоров
1972,1972,Предпринимательское право
1973,1973,Экспертиза документов
1974,1974,Linux
1975,1975,Управление проектами
1976,1976,Scrum
1977,1977,Работа в команде
1978,1978,Организаторские навыки
1979,1979,Customer development
1980,1980,B2B Продажи
1981,1981,B2G продажи
1982,1982,Корейский язык
1983,1983,Техническая поддержка
1984,1984,Деловая коммуникация
1985,1985,Customer Support
1986,1986,Ответственность
1987,1987,responsibillity
1988,1988,Korean language
1989,1989,Help Desk
1990,1990,Корейский — B2 — Средне-продвинутый
1991,1991,AutoCAD
1992,1992,Разработка проектной документации
1993,1993,Проектная документация
1994,1994,Инженерные системы
1995,1995,Проектирование
1996,1996,Нормативно-техническая документация
1997,1997,системы вентиляции и кондиционирования
1998,1998,Системы тепло - и холодоснабжения
1999,1999,Python
2000,2000,ChatGPT
2001,2001,AutoML
2002,2002,Классическое машинное обучение
2003,2003,Data Analysis
2004,2004,Станки ЧПУ
2005,2005,CAD
2006,2006,ЕСКД
2007,2007,Деловая переписка
2008,2008,Ведение переговоров
2009,2009,Разработка проектной документации
2010,2010,Проектная документация
2011,2011,АСУ ТП
2012,2012,Тексты на техническую тематику
2013,2013,Английский язык
2014,2014,Ответственность
2015,2015,Грамотная речь
2016,2016,Коммуникативные навыки
2017,2017,Преподаватель
2018,2018,Охрана труда и техника безопасности
2019,2019,Работа с большим объемом информации
2020,2020,Постановка задач разработчикам
2021,2021,Аналитическое мышление
2022,2022,Охрана труда
2023,2023,MS SQL
2024,2024,PostgreSQL
2025,2025,руководство командой разработчиков
2026,2026,.NET Core
2027,2027,.NET Framework
2028,2028,SQL
2029,2029,MS SQL
2030,2030,PostgreSQL
2031,2031,1С: Документооборот
2032,2032,1С: Предприятие 8
2033,2033,1С: Бухгалтерия
2034,2034,Телефонные переговоры
2035,2035,Ведение переговоров
2036,2036,Работа с CRM
2037,2037,Клиентоориентированность
2038,2038,Консультирование клиентов
2039,2039,Работа с клиентами
2040,2040,Ответственность
2041,2041,Исполнительность
2042,2042,Обучаемость
2043,2043,Деловое общение
2044,2044,Грамотная устная речь
2045,2045,Ведение отчётности
2046,2046,Холодные продажи
2047,2047,Ведение переговоров
2048,2048,Активные продажи
2049,2049,B2B Продажи
2050,2050,Поиск и привлечение клиентов
2051,2051,Английский язык
2052,2052,Деловая переписка
2053,2053,Customer Support
2054,2054,Деловая коммуникация
2055,2055,Пользователь ПК
2056,2056,Ответственность
2057,2057,обучаемость
2058,2058,Communication skills
2059,2059,Responsibility
2060,2060,Английский язык
2061,2061,Деловая переписка
2062,2062,Customer Support
2063,2063,Деловая коммуникация
2064,2064,Пользователь ПК
2065,2065,Ответственность
2066,2066,обучаемость
2067,2067,Communication skills
2068,2068,Responsibility
2069,2069,Регрессионное тестирование
2070,2070,Функциональное тестирование
2071,2071,Тестирование
2072,2072,Linux
2073,2073,SQL
2074,2074,Atlassian Jira
2075,2075,SQL
2076,2076,Написание технических заданий
2077,2077,Аналитическое мышление
2078,2078,Работа с большим объемом информации
2079,2079,Разработка технических заданий
2080,2080,Постановка задач разработчикам
2081,2081,Разработка инструкций
2082,2082,Техническая документация
2083,2083,Системный подход
2084,2084,SQL
2085,2085,MS Excel
2086,2086,Битрикс24
2087,2087,amoCRM
2088,2088,SQL
2089,2089,Работа с базами данных
2090,2090,Исследовательский анализ данных
2091,2091,AutoCAD
2092,2092,Компас 3D
2093,2093,Solid Works
2094,2094,SQL
2095,2095,UML
2096,2096,BPMN
2097,2097,PostgreSQL
2098,2098,Системная интеграция
2099,2099,Разработка бизнес-требований
2100,2100,User Story
2101,2101,Английский — B2 — Средне-продвинутый
2102,2102,Поиск и привлечение клиентов
2103,2103,Холодные продажи
2104,2104,B2B Продажи
2105,2105,Ведение переговоров
2106,2106,Активные продажи
2107,2107,1С:Управление Холдингом
2108,2108,Работа в команде
2109,2109,Активные продажи
2110,2110,Грамотная речь
2111,2111,Ориентация на результат
2112,2112,Работа с базами данных
2113,2113,PostgreSQL
2114,2114,Системная интеграция
2115,2115,REST
2116,2116,JSON
2117,2117,брокеры сообщений
2118,2118,мобильная разработка
2119,2119,Agile
2120,2120,Apache Kafka
2121,2121,Деловая переписка
2122,2122,Customer Support
2123,2123,Деловая коммуникация
2124,2124,Пользователь ПК
2125,2125,Ответственность
2126,2126,обучаемость
2127,2127,Communication skills
2128,2128,Responsibility
2129,2129,Турецкий — B2 — Средне-продвинутый
2130,2130,Техническая поддержка
2131,2131,Деловая коммуникация
2132,2132,Customer Support
2133,2133,Ответственность
2134,2134,responsibillity
2135,2135,Help Desk
2136,2136,Турецкий язык
2137,2137,Турецкий — B2 — Средне-продвинутый
2138,2138,REST API
2139,2139,Postman
2140,2140,UML
2141,2141,BPMN
2142,2142,Atlassian Jira
2143,2143,YouTrack
2144,2144,Atlassian Confluence
2145,2145,Разработка технических заданий
2146,2146,Моделирование бизнес процессов
2147,2147,Постановка задач разработчикам
2148,2148,Управление проектами
2149,2149,Agile
2150,2150,Scrum
2151,2151,Опытный пользователь ПК
2152,2152,Умение работать в режиме многозадачности
2153,2153,MS Windows
2154,2154,Office
2155,2155,Умение работать с людьми
2156,2156,входящие звонки
2157,2157,Sales Management
2158,2158,Sales Planning
2159,2159,Business communication
2160,2160,Стратегия продаж
2161,2161,Английский — C1 — Продвинутый
2162,2162,турецкий
2163,2163,Турецкий — C2 — В совершенстве
2164,2164,Развитие клиентской базы
2165,2165,B2B Продажи
2166,2166,телефонные продажи
2167,2167,Ведение переговоров на уровне первых лиц
2168,2168,Ведение клиентской базы
2169,2169,Деловая переписка
2170,2170,Customer Support
2171,2171,Деловая коммуникация
2172,2172,Пользователь ПК
2173,2173,Ответственность
2174,2174,обучаемость
2175,2175,Communication skills
2176,2176,Responsibility
2177,2177,Корейский — B2 — Средне-продвинутый
2178,2178,ООП
2179,2179,SQL
2180,2180,Закупка товаров и услуг
2181,2181,Хозяйственное обеспечение офиса
2182,2182,Согласование договоров
2183,2183,Контроль остатков
2184,2184,Расчеты с поставщиками и подрядчиками
2185,2185,Управление закупками
2186,2186,Закупка материалов
2187,2187,Участие в Тендерах
2188,2188,Закупка оборудования
2189,2189,Закупка канцтоваров
2190,2190,Поиск и привлечение клиентов
2191,2191,Консультирование клиентов
2192,2192,Теплые продажи
2193,2193,Пассивные продажи
2194,2194,Выявление потребностей
2195,2195,Подготовка коммерческих предложений
2196,2196,Заключение договоров
2197,2197,Web-дизайн
2198,2198,Английский — A2 — Элементарный
2199,2199,Разработка нового продукта
2200,2200,Технология производства
2201,2201,1С: Производство
2202,2202,Английский — B2 — Средне-продвинутый
2203,2203,SQL
2204,2204,Linux
2205,2205,Atlassian Jira
2206,2206,Atlassian Confluence
2207,2207,Zabbix
2208,2208,ServiceDesk
2209,2209,Jira
2210,2210,Работа с большим объемом информации
2211,2211,Деловое общение
2212,2212,Системы мониторинга сетей
2213,2213,Аналитическое мышление
2214,2214,Grafana
2215,2215,Техническая поддержка
2216,2216,MS SQL
2217,2217,Информационные технологии
2218,2218,Развитие клиентской базы
2219,2219,B2B Продажи
2220,2220,телефонные продажи
2221,2221,Ведение переговоров на уровне первых лиц
2222,2222,Ведение клиентской базы
2223,2223,Английский язык
2224,2224,Теплые продажи
2225,2225,арабский язык
2226,2226,Телефонные переговоры
2227,2227,Арабский — B2 — Средне-продвинутый
2228,2228,Английский — C1 — Продвинутый
2229,2229,Контроль качества готовой продукции
2230,2230,Входной контроль сырья
2231,2231,оформление документации
2232,2232,Работа с оргтехникой
2233,2233,SQL
2234,2234,SOAP
2235,2235,XML
2236,2236,JSON
2237,2237,REST
2238,2238,B2B Продажи
2239,2239,Телефонные переговоры
2240,2240,Проведение презентаций
2241,2241,Развитие продаж
2242,2242,Аналитика продаж
2243,2243,Управление проектами
2244,2244,Системный анализ
2245,2245,Сбор требований
2246,2246,UML
2247,2247,Apache Kafka
2248,2248,Rabbit MQ
2249,2249,Camunda
2250,2250,BPMN
2251,2251,REST API
2252,2252,gRPC
2253,2253,WEB аналитика
2254,2254,SEO оптимизация
2255,2255,Прототипирование
2256,2256,Usability
2257,2257,Внутренняя оптимизация сайта
2258,2258,Яндекс.Вебмастер
2259,2259,Внешняя оптимизация сайта
2260,2260,Составление семантического ядра
2261,2261,Веб-аналитика
2262,2262,SEO
2263,2263,SEO-тексты
2264,2264,HTML
2265,2265,Яндекс.Метрика
2266,2266,Screaming Frog
2267,2267,Поиск и привлечение клиентов
2268,2268,Холодные продажи
2269,2269,Стратегия продаж
2270,2270,Работа с CRM
2271,2271,Телефонные переговоры
2272,2272,Подготовка коммерческих предложений
2273,2273,Заключение договоров
2274,2274,обучаемость
2275,2275,Исполнительность
2276,2276,умение работать в команде
2277,2277,B2B Продажи
2278,2278,проектные продажи
2279,2279,техническая грамотность
2280,2280,Деловая коммуникация
2281,2281,Деловое общение
2282,2282,Ведение переговоров
2283,2283,уверенный пользователь ПК
2284,2284,Техническая документация
2285,2285,Чтение чертежей
2286,2286,Анализ работы оборудования
2287,2287,Управление командой
2288,2288,Обучение персонала
2289,2289,Управление продажами
2290,2290,Управление сотрудниками в регионах
2291,2291,Мотивация персонала
2292,2292,Продвижение бренда
2293,2293,Маркетинговый анализ
2294,2294,Маркетинговые коммуникации
2295,2295,Internet Marketing
2296,2296,Планирование маркетинговых кампаний
2297,2297,Анализ рынка
2298,2298,Разработка маркетинговой стратегии
2299,2299,Стратегический маркетинг
2300,2300,CAD
2301,2301,CRM
2302,2302,Лоцман
2303,2303,PLM
2304,2304,Вертикаль
2305,2305,Машиностроение
2306,2306,СУБД
2307,2307,BPMN
2308,2308,PostgreSQL
2309,2309,Бизнес-анализ
2310,2310,BPMN
2311,2311,UML
2312,2312,Анализ требований
2313,2313,Системная интеграция
2314,2314,Творческое мышление
2315,2315,Грамотная речь
2316,2316,Организаторские навыки
2317,2317,Обучение и развитие
2318,2318,Умение работать в команде
2319,2319,Английский язык
2320,2320,Material Design
2321,2321,UML
2322,2322,Use case
2323,2323,BPMN
2324,2324,Figma
2325,2325,REST
2326,2326,Английский — B2 — Средне-продвинутый
2327,2327,Управление продажами
2328,2328,Прямые продажи
2329,2329,Планирование продаж
2330,2330,Жилая недвижимость
2331,2331,Ориентация на результат
2332,2332,Работа с ключевыми клиентами
2333,2333,Многозадачность
2334,2334,Активные продажи
2335,2335,Анализ продаж
2336,2336,Холодные продажи
2337,2337,Ведение переговоров
2338,2338,Работа в команде
2339,2339,Проведение презентаций
2340,2340,1С: Предприятие 8
2341,2341,1С: Зарплата и управление персоналом
2342,2342,Постановка задач разработчикам
2343,2343,Автоматизация учета
2344,2344,ERP-системы на базе 1С
2345,2345,Разработка технических заданий
2346,2346,1С: Предприятие 8
2347,2347,1С: Документооборот
2348,2348,1С: Зарплата и кадры
2349,2349,1С: Бухгалтерия
2350,2350,Аналитик 1С
2351,2351,Консультант 1С
2352,2352,1С
2353,2353,Техническое задание
2354,2354,Java
2355,2355,SQL
2356,2356,Selenium
2357,2357,Linux
2358,2358,Git
2359,2359,IT
2360,2360,Разработка ПО
2361,2361,Проектная документация
2362,2362,Jira
2363,2363,Confluence
2364,2364,Ведение переговоров
2365,2365,Работа в команде
2366,2366,Английский — B2 — Средне-продвинутый
2367,2367,Управление продажами
2368,2368,Прямые продажи
2369,2369,Планирование продаж
2370,2370,Жилая недвижимость
2371,2371,Ориентация на результат
2372,2372,Работа с ключевыми клиентами
2373,2373,Многозадачность
2374,2374,Активные продажи
2375,2375,Анализ продаж
2376,2376,Холодные продажи
2377,2377,Ведение переговоров
2378,2378,Работа в команде
2379,2379,Проведение презентаций
2380,2380,gamedev
2381,2381,AppsFlyer
2382,2382,Firebase
2383,2383,TikTok Ads
2384,2384,Facebook
2385,2385,Google Ads
2386,2386,Пользователь ПК
2387,2387,Работа с клиентами
2388,2388,Телефонные переговоры
2389,2389,Контроль маркировки
2390,2390,Маркировочное оборудование
2391,2391,Подготовка коммерческих предложений
2392,2392,Работа с CRM
2393,2393,Консультативные продажи
2394,2394,Ответственность
2395,2395,Активные продажи
2396,2396,Выявление потребностей
2397,2397,Клиентоориентированность
2398,2398,Работа с возражениями
2399,2399,Грамотная устная речь
2400,2400,Деловая переписка
2401,2401,Автоматизация бизнес-процессов
2402,2402,Системное мышление
2403,2403,1C: ERP
2404,2404,Управление требованиями
2405,2405,1С:ЗУП
2406,2406,1С: CRM ПРОФ
2407,2407,Английский — B1 — Средний
2408,2408,SQL
2409,2409,Нагрузочное тестирование
2410,2410,Linux
2411,2411,Docker
2412,2412,Locust
2413,2413,Python
2414,2414,Умение работать с большим количеством информации
2415,2415,Администрирование сетевого оборудования
2416,2416,Работа с базами данных
2417,2417,Аудит информационной безопасности
2418,2418,Разработка политики информационной безопасности
2419,2419,Контроль доступов к информационным ресурсам
2420,2420,Техническая защита информации
2421,2421,Управление информационной безопасностью
2422,2422,Разработка внутренней документации
2423,2423,Аттестация объектов информатизации
2424,2424,Мониторинг законодательства
2425,2425,Минимизация правовых рисков
2426,2426,Защита персональных данных
2427,2427,Подбор персонала
2428,2428,Ответственность
2429,2429,Работа с большим объемом информации
2430,2430,Delphi
2431,2431,Windows 7
2432,2432,Borland Delphi
2433,2433,Pascal
2434,2434,Turbo Pascal
2435,2435,Управление командой
2436,2436,Кредитный брокер
2437,2437,Микросервисы
2438,2438,Java
2439,2439,Spring Boot
2440,2440,Docker
2441,2441,Angular
2442,2442,TypeScript
2443,2443,Системный анализ
2444,2444,Ориентация на результат
2445,2445,Управление коммуникациями
2446,2446,Разработка стратегии развития
2447,2447,Ответственность
2448,2448,Стрессоустойчивость
2449,2449,Стратегия развития архитектуры
2450,2450,SQL
2451,2451,BPMN
2452,2452,UML
2453,2453,JSON API
2454,2454,PostgreSQL
2455,2455,АСУ ТП
2456,2456,XML
2457,2457,HTTP запросы
2458,2458,SoapUI
2459,2459,Postman
2460,2460,Ключевые навыки SMM
2461,2461,Копирайтинг
2462,2462,Social Media Marketing
2463,2463,Наполнение контентом
2464,2464,Internet Marketing
2465,2465,Продвижение бренда
2466,2466,Обучение и развитие
2467,2467,Наставничество
2468,2468,Ориентация на результат
2469,2469,Разработка системы мотивации
2470,2470,Управление изменениями
2471,2471,Найм персонала
2472,2472,Управление ожиданиями
2473,2473,Адаптация персонала
2474,2474,Управление персоналом
2475,2475,Управление корпоративной культурой
2476,2476,Управление бизнес процессами
2477,2477,Управление репутацией
2478,2478,SQL
2479,2479,ORACLE
2480,2480,Анализ данных
2481,2481,Работа с базами данных
2482,2482,Power BI
2483,2483,DWH
2484,2484,Активные продажи
2485,2485,B2B Продажи
2486,2486,Агентские продажи
2487,2487,Холодные продажи
2488,2488,Планирование продаж
2489,2489,Развитие продаж
2490,2490,Корпоративные продажи
2491,2491,телефонные продажи
2492,2492,Прямые продажи
2493,2493,Построение воронки продаж
2494,2494,Продажи
2495,2495,Продажи корпоративным клиентам
2496,2496,Навыки продаж
2497,2497,Холодные продажи
2498,2498,Активные продажи
2499,2499,B2B Продажи
2500,2500,Поиск и привлечение клиентов
2501,2501,Телефонные переговоры
2502,2502,Заключение договоров
2503,2503,Навыки переговоров
2504,2504,Сопровождение строительства
2505,2505,Составление договоров
2506,2506,CRM
2507,2507,Bitrix24
2508,2508,Scrum
2509,2509,Git
2510,2510,SQL
2511,2511,API
2512,2512,CI\CD
2513,2513,TCP/IP
2514,2514,Atlassian Jira
2515,2515,YouTrack
2516,2516,TestRail
2517,2517,REST
2518,2518,SOAP
2519,2519,MSA
2520,2520,SOA
2521,2521,Databases
2522,2522,REST API
2523,2523,JSON API
2524,2524,PostgreSQL
2525,2525,Autodesk Revit
2526,2526,BIM
2527,2527,Autodesk Navisworks
2528,2528,Внутренние коммуникации
2529,2529,SQL
2530,2530,Базы данных
2531,2531,Системный анализ
2532,2532,BPMN
2533,2533,UML
2534,2534,Atlassian Jira
2535,2535,REST API
2536,2536,Продвижение бренда
2537,2537,Маркетинговые коммуникации
2538,2538,Медиапланирование
2539,2539,Позиционирование бренда
2540,2540,Маркетинговая стратегия
2541,2541,Анализ эффективности маркетинговых кампаний
2542,2542,Маркетинговые метрики
2543,2543,Запуск маркетинговых кампаний
2544,2544,Написание текстов
2545,2545,Маркетинговые исследования
2546,2546,1С: Предприятие 8
2547,2547,Разработка функциональных требований
2548,2548,Разработка технических заданий
2549,2549,Автоматизация бизнес-процессов
2550,2550,1С: УСН
2551,2551,Use case
2552,2552,Постановка задач разработчикам
2553,2553,1С: Бухгалтерия
2554,2554,1С: Управление Торговлей
2555,2555,Альфа-Авто
2556,2556,Сбор и анализ информации
2557,2557,SQL
2558,2558,Умение находить общий язык с людьми
2559,2559,Аналитические навыки
2560,2560,Маркетинговый анализ
2561,2561,Аналитическое мышление
2562,2562,Стратегический маркетинг
2563,2563,Анализ конкурентной среды
2564,2564,BPMN
2565,2565,UML
2566,2566,Scrum
2567,2567,Бизнес-анализ
2568,2568,Системный анализ
2569,2569,Разработка технических заданий
2570,2570,Системный подход
2571,2571,Use Case Analysis
2572,2572,SOAP
2573,2573,User Story
2574,2574,SQL
2575,2575,PostgreSQL
2576,2576,Use case
2577,2577,Постановка задач разработчикам
2578,2578,Консультирование клиентов по телефону
2579,2579,входящие звонки
2580,2580,исходящие звонки
2581,2581,Работа с CRM
2582,2582,B2B Продажи
2583,2583,Активные продажи
2584,2584,Продвижение бренда
2585,2585,Продуктовая стратегия
2586,2586,Работа в команде
2587,2587,Организаторские навыки
2588,2588,Продвижение бренда
2589,2589,Продуктовая стратегия
2590,2590,Работа в команде
2591,2591,Организаторские навыки
2592,2592,Продвижение бренда
2593,2593,Продуктовая стратегия
2594,2594,Работа в команде
2595,2595,Организаторские навыки
2596,2596,SQL
2597,2597,Системный анализ
2598,2598,Бизнес-анализ
2599,2599,Анализ требований
2600,2600,Постановка задач разработчикам
2601,2601,Моделирование бизнес-процессов
2602,2602,BPMN
2603,2603,UML
2604,2604,Atlassian Jira
2605,2605,Atlassian Confluence
2606,2606,SQL
2607,2607,Исследовательский анализ данных
2608,2608,User Experience
2609,2609,Формирование аналитической отчетности
2610,2610,IT
2611,2611,Разработка склада
2612,2612,SQL
2613,2613,Аналитика
2614,2614,Python
2615,2615,Power BI
2616,2616,R
2617,2617,Clickhouse
2618,2618,MS Excel
2619,2619,Математическая статистика
2620,2620,1С
2621,2621,Бизнес-анализ
2622,2622,MS Excel
2623,2623,Разработка технических заданий
2624,2624,SQL
2625,2625,Менеджмент
2626,2626,User Story
2627,2627,Постановка задач разработчикам
2628,2628,Обучение и развитие
2629,2629,Аналитическое мышление
2630,2630,Моделирование бизнес-процессов
2631,2631,Анализ требований
2632,2632,Деловое общение
2633,2633,Аналитический склад ума
2634,2634,Google Docs
2635,2635,MS Word
2636,2636,MS Office
2637,2637,Бухгалтерская отчетность
2638,2638,Первичная бухгалтерская документация
2639,2639,Бухгалтерский учет
2640,2640,Ответственность
2641,2641,Коммуникабельность
2642,2642,Работа с большим объемом информации
2643,2643,Финансовый анализ
2644,2644,MS PowerPoint
2645,2645,Поиск информации в интернет
2646,2646,Кассовые документы
2647,2647,1С: Бухгалтерия
2648,2648,Основы бухгалтерского учета
2649,2649,Внимательность
2650,2650,Нейронные сети
2651,2651,Аналитическое мышление
2652,2652,Поиск информации в интернет
2653,2653,Подготовка презентаций
2654,2654,Сбор и анализ информации
2655,2655,Бизнес-анализ
2656,2656,Автоматизация бизнес-процессов
2657,2657,Анализ бизнес-процессов
2658,2658,Оптимизация бизнес-процессов
2659,2659,Разработка бизнес-требований
2660,2660,Постановка задач разработчикам
2661,2661,Контроль исполнения решений
2662,2662,Работа с большим объемом информации
2663,2663,Маркетинговый анализ
2664,2664,Информационные технологии
2665,2665,Управление временем
2666,2666,Исполнение личных поручений руководителя
2667,2667,Организаторские навыки
2668,2668,Adobe Illustrator
2669,2669,Adobe Photoshop
2670,2670,Figma
2671,2671,UI/UX
2672,2672,Design
2673,2673,Дизайн интерфейсов
2674,2674,Web-дизайн
2675,2675,Illustration
2676,2676,Креативность
2677,2677,Веб-дизайн
2678,2678,Проектирование пользовательских интерфейсов
2679,2679,Дизайн
2680,2680,Английский — C1 — Продвинутый
2681,2681,Бюджетирование
2682,2682,Согласование договоров
2683,2683,Расчет себестоимости
2684,2684,Деловая коммуникация
2685,2685,Ведение переговоров
2686,2686,Многозадачность
2687,2687,Деловое общение
2688,2688,Обработка заявок
2689,2689,Разработка концепции
2690,2690,SketchUp
2691,2691,Lumion
2692,2692,Архитектурная деятельность
2693,2693,Photoshop
2694,2694,3D Max
2695,2695,Быстро учусь
2696,2696,Дружелюбность
2697,2697,Желание учиться
2698,2698,"Опытный пользователь ПК, знание MS Office"
2699,2699,Желание учиться и развиваться
2700,2700,AutoCAD
2701,2701,CorelDRAW
2702,2702,Adobe InDesign
2703,2703,Тестирование
2704,2704,Интеграционное тестирование
2705,2705,Регрессионное тестирование
2706,2706,Postman
2707,2707,SQL
2708,2708,MVP
2709,2709,Анализ требований
2710,2710,Управление бэклогом
2711,2711,Работа с системами аналитики
2712,2712,Разработка технической документации
2713,2713,Тестирование
2714,2714,Бизнес-анализ
2715,2715,Моделирование бизнес процессов
2716,2716,BPMN
2717,2717,Управление требованиями
2718,2718,Анализ бизнес-процессов
2719,2719,ERP-системы на базе 1С
2720,2720,Регламентированный учет
2721,2721,Постановка задач разработчикам
2722,2722,Проекты внедрения 1С
2723,2723,Английский язык
2724,2724,TCP/IP
2725,2725,VLAN
